unnamed: 0,country,source_organization,source_document,geographic_unit_full_name,geographic_unit_name,fnid,admin_0,admin_1,admin_2,admin_3,admin_4,population_group,crop_production_system,start_date,period_date,season_name,season_type,season_date,season_year,planting_start_date,planting_end_date,harvest_start_date,harvest_end_date,vegetative_start_date,vegetative_end_date,reproductive_start_date,reproductive_end_date,document_type,preference_rating,indicator_group,indicator,status,value,population,value_per_capita,product,country_code,locality_name,unit,unit_name,cpcv2,cpcv2_description,geographic_group,fewsnet_region,id,datacollectionperiod,datacollection,datasourcedocument,datasourceorganization,indicator_abbreviation,locality,geographic_unit,season,dataseries,dataseries_name,specialization_type,dataseries_specialization_type,data_usage_policy,created,modified,status_changed,collection_status,collection_status_changed,collection_schedule,collection_date,publication_name,submitted_by
36430,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2018-12-01,2018-12-31,Annual harvest,Harvest,2018-01-01,Annual harvest 2018,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,9.682847587195411,1709200.0,5.665134324359591e-06,Sweet Potatoes,KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Eastern Africa,East Africa,37229474.0,344136.0,354634.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429455.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01591AA / Sweet Potatoes: Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:08,2024-11-23T00:47:08,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2018-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36451,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2017-12-01,2017-12-31,Annual harvest,Harvest,2017-01-01,Annual harvest 2017,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,7.936785995517596,1681594.0,4.719799187864369e-06,Potato (Irish),KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01510AB,Solanum tuberosum,Eastern Africa,East Africa,37229936.0,344134.0,354632.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429420.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01510AB / Potato (Irish): Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:20,2024-11-23T00:47:20,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2017-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36452,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2017-12-01,2017-12-31,Annual harvest,Harvest,2017-01-01,Annual harvest 2017,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,7.941150442477877,1681594.0,4.722394610398156e-06,Sweet Potatoes,KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Eastern Africa,East Africa,37229935.0,344134.0,354632.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429455.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01591AA / Sweet Potatoes: Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:20,2024-11-23T00:47:20,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2017-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36474,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2016-12-01,2016-12-31,Annual harvest,Harvest,2016-01-01,Annual harvest 2016,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,5.218359552016572,1647939.0,3.1665975209134397e-06,Potato (Irish),KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01510AB,Solanum tuberosum,Eastern Africa,East Africa,37230627.0,344133.0,354631.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429420.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01510AB / Potato (Irish): Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:37,2024-11-23T00:47:37,2024-11-23T01:02:17,Published,2024-11-23T01:11:37,Ad Hoc,2016-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36475,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2016-12-01,2016-12-31,Annual harvest,Harvest,2016-01-01,Annual harvest 2016,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,7.865928659286593,1647939.0,4.773191640762548e-06,Sweet Potatoes,KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Eastern Africa,East Africa,37229953.0,344133.0,354631.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429455.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01591AA / Sweet Potatoes: Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:20,2024-11-23T00:47:20,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2016-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36495,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2015-12-01,2015-12-31,Annual harvest,Harvest,2015-01-01,Annual harvest 2015,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,8.005397022332506,1616188.0,4.953258545622481e-06,Potato (Irish),KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01510AB,Solanum tuberosum,Eastern Africa,East Africa,37229885.0,344132.0,354630.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429420.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01510AB / Potato (Irish): Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:18,2024-11-23T00:47:18,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2015-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36500,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2015-12-01,2015-12-31,Annual harvest,Harvest,2015-01-01,Annual harvest 2015,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,12.176129779837774,1616188.0,7.53385731105402e-06,Sweet Potatoes,KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Eastern Africa,East Africa,37228836.0,344132.0,354630.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429455.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01591AA / Sweet Potatoes: Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:46:50,2024-11-23T00:46:50,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2015-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36518,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2014-12-01,2014-12-31,Annual harvest,Harvest,2014-01-01,Annual harvest 2014,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,6.92520325203252,1581883.0,4.377822665792932e-06,Sweet Potatoes,KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Eastern Africa,East Africa,37230179.0,344131.0,354629.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429455.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01591AA / Sweet Potatoes: Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:26,2024-11-23T00:47:26,2024-11-23T01:02:17,Published,2024-11-23T01:11:37,Ad Hoc,2014-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36522,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2014-12-01,2014-12-31,Annual harvest,Harvest,2014-01-01,Annual harvest 2014,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,10.559365781710914,1581883.0,6.675187597130075e-06,Potato (Irish),KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01510AB,Solanum tuberosum,Eastern Africa,East Africa,37229205.0,344131.0,354629.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429420.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01510AB / Potato (Irish): Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:00,2024-11-23T00:47:00,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2014-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36545,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2013-12-01,2013-12-31,Annual harvest,Harvest,2013-01-01,Annual harvest 2013,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,7.32579185520362,1544787.0,4.742266639480796e-06,Sweet Potatoes,KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01591AA,Sweet potatoes,Eastern Africa,East Africa,37230091.0,344130.0,354628.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429455.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01591AA / Sweet Potatoes: Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:23,2024-11-23T00:47:23,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2013-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
36551,Kenya,"Ministry of Agricultural and Livestock Development, Kenya","Official Agricultural Statistics, Kenya","Meru, Kenya",Meru,KE2013A112,Kenya,Meru,,,,,All (PS),2013-12-01,2013-12-31,Annual harvest,Harvest,2013-01-01,Annual harvest 2013,,,,,,,,,Final Government Crop Production,,Crop Production,Yield,Collected,10.468438320209971,1544787.0,6.776622485954357e-06,Potato (Irish),KE,"Meru, Kenya (From 01/01/2013): All sectors (PS)",MT/ha,tonnes per hectare,R01510AB,Solanum tuberosum,Eastern Africa,East Africa,37229221.0,344130.0,354628.0,869.0,522.0,crop:yield,121893.0,3101.0,25.0,7429420.0,"Official Agricultural Statistics, Kenya: Meru, Kenya (From 01/01/2013): All sectors (PS): R01510AB / Potato (Irish): Annual harvest: crop: crop:yield: tonnes per hectare",/SurveyIndicatorValue/CropProductionIndicatorValue/,/SurveyPopulationIndicator/CropProductionIndicator/,Public,2024-11-23T00:47:00,2024-11-23T00:47:00,2024-11-23T01:02:00,Published,2024-11-23T01:11:37,Ad Hoc,2013-12-31,"statistics.kilimo.go.ke_April_2024, Kenya",
